Airline,Date_of_Journey,Source,Destination,Route,Additional_Info,Price,Duration_in_mins,Month_of_Journey,Dep_Time_in_htclass,Day_of_Journey,Totalno_Stops
Air Asia,21/04/2019,Delhi,Cochin,DEL ? BLR ? COK,No Info,7452,870,April,early morning,Sunday,1
SpiceJet,24/04/2019,Banglore,Delhi,BLR ? DEL,No Info,3971,170,April,late morning,Wednesday,0
IndiGo,12/06/2019,Banglore,Delhi,BLR ? DEL,No Info,3943,170,December,late morning,Friday,0
IndiGo,15/03/2019,Banglore,New Delhi,BLR ? AMD ? DEL,No Info,9165,300,March,afternoon,Friday,1
SpiceJet,21/06/2019,Banglore,Delhi,BLR ? DEL,No Info,3625,170,June,late morning,Friday,0
Jet Airways,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,10262,1235,June,evening,Monday,1
Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,No Info,14388,800,May,evening,Tuesday,1
Multiple carriers,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,15058,675,December,late morning,Friday,1
Air India,06/03/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,14882,1360,June,late morning,Monday,1
IndiGo,18/04/2019,Banglore,Delhi,BLR ? DEL,No Info,4591,170,April,late morning,Thursday,0
SpiceJet,09/05/2019,Kolkata,Banglore,CCU ? BLR,No check-in baggage included,3841,155,September,early morning,Thursday,0
Jet Airways,15/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,No Info,14781,590,May,late morning,Wednesday,1
SpiceJet,09/04/2019,Kolkata,Banglore,CCU ? BLR,No check-in baggage included,3841,140,September,night,Wednesday,0
Multiple carriers,03/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,13377,630,March,afternoon,Wednesday,1
Jet Airways,12/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,No Info,13014,535,December,night,Friday,2
Multiple carriers,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,14848,375,May,noon,Tuesday,1
Air India,09/05/2019,Kolkata,Banglore,CCU ? BLR,No Info,4145,155,September,night,Thursday,0
IndiGo,12/06/2019,Chennai,Kolkata,MAA ? CCU,No Info,3850,140,December,early morning,Friday,0
Air India,24/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,No Info,10413,805,May,early morning,Friday,1
IndiGo,03/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,6104,630,March,afternoon,Wednesday,1
Jet Airways,12/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,In-flight meal not included,8529,665,December,night,Friday,1
Jet Airways,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,10262,825,June,night,Monday,1
Jet Airways,18/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,No Info,14151,1540,May,night,Saturday,1
Air Asia,09/05/2019,Kolkata,Banglore,CCU ? IXR ? DEL ? BLR,No Info,5192,500,September,afternoon,Thursday,2
Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,In-flight meal not included,9663,875,May,afternoon,Tuesday,1
GoAir,24/04/2019,Banglore,Delhi,BLR ? DEL,No Info,4632,175,April,early morning,Wednesday,0
IndiGo,06/04/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,5073,305,June,night,Tuesday,1
Multiple carriers,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,9526,535,June,late morning,Saturday,1
IndiGo,15/04/2019,Banglore,Delhi,BLR ? DEL,No Info,4423,170,April,early morning,Monday,0
IndiGo,12/05/2019,Mumbai,Hyderabad,BOM ? HYD,No Info,2227,95,December,night,Thursday,0
Vistara,21/03/2019,Banglore,New Delhi,BLR ? DEL,No Info,5403,160,March,late morning,Thursday,0
IndiGo,27/03/2019,Chennai,Kolkata,MAA ? CCU,No Info,3858,140,March,night,Wednesday,0
Jet Airways,09/03/2019,Delhi,Cochin,DEL ? IXC ? BOM ? COK,No Info,18752,1745,September,noon,Tuesday,2
Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,In-flight meal not included,9663,330,May,early morning,Tuesday,1
Jet Airways,24/06/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,No Info,12819,1045,June,night,Monday,2
Multiple carriers,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,6883,720,March,late morning,Wednesday,1
Multiple carriers,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,7198,390,May,night,Monday,1
Air India,09/03/2019,Banglore,New Delhi,BLR ? DEL,No Info,7801,165,September,late morning,Tuesday,0
Jet Airways,24/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,In-flight meal not included,9663,1610,May,early morning,Friday,1
Jet Airways,12/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,No Info,12121,1480,December,night,Thursday,1
Vistara,12/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,No Info,8085,1625,December,night,Thursday,1
IndiGo,03/03/2019,Banglore,New Delhi,BLR ? IDR ? DEL,No Info,8662,295,March,noon,Sunday,1
Jet Airways,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,6017,1250,March,night,Thursday,1
SpiceJet,03/05/2019,Chennai,Kolkata,MAA ? CCU,No check-in baggage included,3859,135,March,late morning,Tuesday,0
Multiple carriers,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,7564,860,May,early morning,Saturday,1
SpiceJet,21/06/2019,Banglore,Delhi,BLR ? DEL,No check-in baggage included,3919,160,June,early morning,Friday,0
Jet Airways,01/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,No Info,26890,375,January,early morning,Thursday,1
Jet Airways,15/04/2019,Delhi,Cochin,DEL ? COK,In-flight meal not included,5443,195,April,late morning,Monday,0
Jet Airways,01/04/2019,Kolkata,Banglore,CCU ? BOM ? BLR,No Info,13364,400,January,afternoon,Friday,1
Jet Airways,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,12239,660,May,late morning,Monday,1
IndiGo,09/04/2019,Kolkata,Banglore,CCU ? MAA ? BLR,No Info,4966,275,September,late morning,Wednesday,1
IndiGo,03/03/2019,Banglore,New Delhi,BLR ? DEL,No Info,6144,165,March,early morning,Sunday,0
Jet Airways,09/05/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,12373,1680,September,afternoon,Thursday,1
Air India,18/03/2019,Banglore,New Delhi,BLR ? BOM ? UDR ? DEL,No Info,10835,1900,March,late morning,Monday,2
Air India,06/06/2019,Delhi,Cochin,DEL ? MAA ? COK,No Info,7952,1640,June,early morning,Thursday,1
IndiGo,09/04/2019,Banglore,Delhi,BLR ? DEL,No Info,3419,165,September,midnight,Wednesday,0
Multiple carriers,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,10197,525,May,early morning,Monday,1
IndiGo,03/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,5883,895,March,late morning,Wednesday,1
Air India,18/05/2019,Chennai,Kolkata,MAA ? CCU,No Info,4667,135,May,late morning,Saturday,0
IndiGo,21/03/2019,Delhi,Cochin,DEL ? HYD ? MAA ? COK,No Info,6223,985,March,early morning,Thursday,2
Jet Airways,06/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,In-flight meal not included,7757,665,June,night,Wednesday,1
IndiGo,03/03/2019,Banglore,New Delhi,BLR ? AMD ? DEL,No Info,11873,300,March,afternoon,Sunday,1
Jet Airways,06/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,In-flight meal not included,10844,665,June,night,Thursday,1
IndiGo,15/05/2019,Delhi,Cochin,DEL ? LKO ? COK,No Info,7189,345,May,night,Wednesday,1
Jet Airways,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,10262,885,June,night,Thursday,1
Air Asia,01/05/2019,Kolkata,Banglore,CCU ? BLR,No Info,5989,150,January,night,Saturday,0
IndiGo,24/06/2019,Mumbai,Hyderabad,BOM ? HYD,No Info,2227,90,June,night,Monday,0
Jet Airways,06/06/2019,Mumbai,Hyderabad,BOM ? HYD,In-flight meal not included,4995,90,June,late morning,Thursday,0
Jet Airways,24/03/2019,Kolkata,Banglore,CCU ? BOM ? BLR,No Info,14231,1695,March,noon,Sunday,1
Jet Airways,18/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,In-flight meal not included,10844,1400,May,evening,Saturday,1
GoAir,03/03/2019,Delhi,Cochin,DEL ? HYD ? COK,No Info,5628,455,March,early morning,Sunday,1
Jet Airways,09/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,In-flight meal not included,10844,1285,September,evening,Friday,1
Multiple carriers,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,8937,645,June,late morning,Saturday,1
Air India,09/04/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,6674,735,September,early morning,Wednesday,1
GoAir,24/04/2019,Banglore,Delhi,BLR ? DEL,No Info,3898,170,April,late morning,Wednesday,0
Jet Airways,24/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,In-flight meal not included,10844,1550,May,evening,Friday,1
Air India,03/06/2019,Delhi,Cochin,DEL ? CCU ? BOM ? COK,No Info,13381,1380,March,night,Wednesday,2
Jet Airways,03/03/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,17024,655,March,evening,Sunday,1
IndiGo,09/04/2019,Delhi,Cochin,DEL ? LKO ? COK,No Info,7398,345,September,night,Wednesday,1
Air India,01/03/2019,Banglore,New Delhi,BLR ? VGA ? VTZ ? DEL,Change airports,17461,435,January,late morning,Thursday,2
Jet Airways,24/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,No Info,13731,735,May,night,Friday,1
Jet Airways,18/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,No Info,13555,920,March,evening,Monday,1
IndiGo,27/04/2019,Kolkata,Banglore,CCU ? BLR,No Info,4804,155,April,evening,Saturday,0
Jet Airways,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,16289,715,May,early morning,Tuesday,1
IndiGo,18/05/2019,Delhi,Cochin,DEL ? HYD ? COK,No Info,7520,425,May,early morning,Saturday,1
IndiGo,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,7503,895,May,late morning,Saturday,1
Multiple carriers,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,8601,650,March,late morning,Wednesday,1
Jet Airways,01/04/2019,Kolkata,Banglore,CCU ? BOM ? BLR,In-flight meal not included,7064,1655,January,late morning,Friday,1
Air Asia,06/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,No Info,5192,710,June,early morning,Wednesday,1
SpiceJet,09/06/2019,Kolkata,Banglore,CCU ? IXB ? BLR,No Info,9158,330,September,afternoon,Friday,1
Multiple carriers,06/03/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,24318,515,June,evening,Monday,1
Multiple carriers,21/05/2019,Delhi,Cochin,DEL ? HYD ? COK,No Info,7038,660,May,early morning,Tuesday,1
IndiGo,24/03/2019,Banglore,New Delhi,BLR ? DEL,No Info,7303,170,March,night,Sunday,0
IndiGo,15/03/2019,Banglore,New Delhi,BLR ? LKO ? DEL,No Info,8021,285,March,early morning,Friday,1
Multiple carriers,15/05/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,14323,555,May,late morning,Wednesday,1
Air India,06/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,No Info,10203,805,June,early morning,Thursday,1
Multiple carriers,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,7408,390,June,night,Saturday,1
IndiGo,27/03/2019,Mumbai,Hyderabad,BOM ? HYD,No Info,2227,85,March,night,Wednesday,0
Multiple carriers,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,16108,465,June,late morning,Saturday,1
Jet Airways,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,10262,1100,June,evening,Saturday,1
Jet Airways,09/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,14714,600,September,late morning,Friday,1
Jet Airways,03/06/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,10262,1210,March,night,Wednesday,1
IndiGo,18/05/2019,Delhi,Cochin,DEL ? HYD ? COK,No Info,7640,490,May,afternoon,Saturday,1
Vistara,12/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,No Info,8610,700,December,early morning,Friday,1
Jet Airways,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,12767,650,March,late morning,Thursday,1
IndiGo,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,6093,730,December,late morning,Friday,1
IndiGo,27/04/2019,Delhi,Cochin,DEL ? HYD ? COK,No Info,6442,560,April,early morning,Saturday,1
Jet Airways,09/05/2019,Banglore,Delhi,BLR ? DEL,In-flight meal not included,4030,165,September,early morning,Thursday,0
Multiple carriers,06/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,7408,480,June,noon,Thursday,1
Multiple carriers,03/06/2019,Delhi,Cochin,DEL ? HYD ? COK,No Info,10696,545,March,early morning,Wednesday,1
SpiceJet,12/03/2019,Kolkata,Banglore,CCU ? BLR,No Info,6982,150,December,late morning,Tuesday,0
IndiGo,09/06/2019,Mumbai,Hyderabad,BOM ? HYD,No Info,2754,90,September,night,Friday,0
Air India,01/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,No Info,23677,330,January,early morning,Thursday,1
IndiGo,27/03/2019,Mumbai,Hyderabad,BOM ? HYD,No Info,2754,85,March,noon,Wednesday,0
IndiGo,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,6758,965,May,early morning,Saturday,1
Air India,18/05/2019,Delhi,Cochin,DEL ? COK,No Info,6934,180,May,afternoon,Saturday,0
Jet Airways,03/03/2019,Delhi,Cochin,DEL ? IDR ? BOM ? COK,No Info,18799,805,March,early morning,Sunday,2
Jet Airways,06/05/2019,Mumbai,Hyderabad,BOM ? HYD,No Info,5678,90,June,night,Wednesday,0
Jet Airways,01/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,No Info,27992,800,January,early morning,Thursday,1
Jet Airways,01/04/2019,Banglore,Delhi,BLR ? DEL,In-flight meal not included,4544,180,January,night,Friday,0
Jet Airways,06/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,In-flight meal not included,7757,1285,June,evening,Wednesday,1
IndiGo,27/05/2019,Delhi,Cochin,DEL ? BLR ? COK,No Info,6373,310,May,evening,Monday,1
IndiGo,03/06/2019,Kolkata,Banglore,CCU ? BLR,No Info,5644,150,March,afternoon,Wednesday,0
Jet Airways,06/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,No Info,13067,1480,June,night,Wednesday,1
Multiple carriers,15/05/2019,Delhi,Cochin,DEL ? HYD ? COK,No Info,6513,540,May,early morning,Wednesday,1
IndiGo,09/05/2019,Mumbai,Hyderabad,BOM ? HYD,No Info,4392,90,September,noon,Thursday,0
IndiGo,06/03/2019,Kolkata,Banglore,CCU ? BLR,No Info,4778,170,June,early morning,Monday,0
Jet Airways,18/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,In-flight meal not included,10844,1485,May,night,Saturday,1
Air India,24/05/2019,Kolkata,Banglore,CCU ? IXR ? DEL ? BLR,No Info,12723,1840,May,early morning,Friday,2
Jet Airways,24/03/2019,Kolkata,Banglore,CCU ? BOM ? BLR,In-flight meal not included,11134,725,March,night,Sunday,1
Jet Airways,09/05/2019,Banglore,Delhi,BLR ? DEL,No Info,7229,185,September,evening,Thursday,0
Jet Airways,06/06/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,10262,1015,June,late morning,Thursday,1
IndiGo,24/03/2019,Kolkata,Banglore,CCU ? BLR,No Info,4778,170,March,early morning,Sunday,0
IndiGo,15/03/2019,Banglore,New Delhi,BLR ? DEL,No Info,8033,170,March,night,Friday,0
Air India,27/05/2019,Delhi,Cochin,DEL ? TRV ? COK,No Info,8425,1535,May,early morning,Monday,1
Multiple carriers,06/03/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,15411,595,June,late morning,Monday,1
Air India,12/06/2019,Delhi,Cochin,DEL ? HYD ? MAA ? COK,No Info,10975,1220,December,noon,Friday,2
Air India,24/03/2019,Kolkata,Banglore,CCU ? GAU ? BLR,No Info,6535,1700,March,evening,Sunday,1
Jet Airways,09/05/2019,Kolkata,Banglore,CCU ? GAU ? BLR,No Info,8355,435,September,late morning,Thursday,1
SpiceJet,18/06/2019,Chennai,Kolkata,MAA ? CCU,No check-in baggage included,3543,140,June,evening,Tuesday,0
Vistara,24/03/2019,Kolkata,Banglore,CCU ? DEL ? BLR,No Info,12102,1345,March,night,Sunday,1
Jet Airways,01/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,In-flight meal not included,9314,1005,January,evening,Saturday,1
IndiGo,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,7503,415,May,evening,Saturday,1
SpiceJet,03/03/2019,Delhi,Cochin,DEL ? MAA ? COK,No Info,9748,310,March,early morning,Sunday,1
IndiGo,27/06/2019,Kolkata,Banglore,CCU ? BLR,No Info,4804,155,June,evening,Thursday,0
Jet Airways,09/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,In-flight meal not included,8586,590,September,early morning,Thursday,1
Jet Airways,24/06/2019,Delhi,Cochin,DEL ? LKO ? BOM ? COK,No Info,13882,1630,June,late morning,Monday,2
Jet Airways,21/05/2019,Banglore,Delhi,BLR ? DEL,No Info,7229,175,May,afternoon,Tuesday,0
Air India,24/03/2019,Mumbai,Hyderabad,BOM ? HYD,No Info,2575,80,March,early morning,Sunday,0
IndiGo,21/05/2019,Banglore,Delhi,BLR ? DEL,No Info,3943,180,May,night,Tuesday,0
SpiceJet,24/04/2019,Delhi,Cochin,DEL ? PNQ ? COK,No check-in baggage included,4760,270,April,late morning,Wednesday,1
Jet Airways,24/03/2019,Kolkata,Banglore,CCU ? BOM ? BLR,In-flight meal not included,8824,965,March,early morning,Sunday,1
Air India,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,6902,615,March,late morning,Thursday,1
Air Asia,21/03/2019,Delhi,Cochin,DEL ? BLR ? COK,No Info,6151,865,March,evening,Thursday,1
Jet Airways,09/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,In-flight meal not included,11087,280,September,early morning,Tuesday,1
Air Asia,03/03/2019,Kolkata,Banglore,CCU ? BLR,No Info,5964,150,March,night,Sunday,0
Jet Airways,01/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,No Info,14151,1540,January,night,Saturday,1
Jet Airways,15/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,No Info,11467,1730,May,late morning,Wednesday,1
SpiceJet,21/05/2019,Kolkata,Banglore,CCU ? BLR,No Info,3873,140,May,night,Tuesday,0
Multiple carriers,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,13542,635,March,afternoon,Thursday,1
Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,In-flight meal not included,10844,735,May,night,Tuesday,1
Jet Airways,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,10262,300,June,afternoon,Thursday,1
Air Asia,06/04/2019,Banglore,Delhi,BLR ? DEL,No Info,3383,165,June,late morning,Tuesday,0
Air India,09/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,No Info,10413,1615,September,evening,Friday,1
Jet Airways,09/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,In-flight meal not included,13994,575,September,late morning,Friday,1
Air India,21/05/2019,Kolkata,Banglore,CCU ? IXR ? DEL ? BLR,No Info,13143,1045,May,early morning,Tuesday,2
Multiple carriers,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,13069,625,March,late morning,Thursday,1
GoAir,09/06/2019,Banglore,Delhi,BLR ? DEL,No Info,3898,165,September,night,Friday,0
Jet Airways,09/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,No Info,13941,475,September,late morning,Thursday,1
Air India,21/03/2019,Banglore,New Delhi,BLR ? VGA ? DEL,No Info,6383,1490,March,late morning,Thursday,1
Multiple carriers,01/06/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,10406,835,January,early morning,Sunday,1
IndiGo,06/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,5883,630,June,afternoon,Thursday,1
IndiGo,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,6838,615,March,late morning,Wednesday,1
Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,No Info,14781,800,May,early morning,Tuesday,1
Jet Airways,09/06/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,10577,520,September,night,Friday,1
Multiple carriers,15/05/2019,Delhi,Cochin,DEL ? HYD ? COK,No Info,9646,565,May,noon,Wednesday,1
Vistara,06/06/2019,Delhi,Cochin,DEL ? COK,No Info,6216,190,June,early morning,Thursday,0
Jet Airways,12/05/2019,Delhi,Cochin,DEL ? COK,No Info,9564,195,December,late morning,Thursday,0
Jet Airways,01/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,No Info,14781,450,January,night,Saturday,1
Jet Airways,06/05/2019,Banglore,Delhi,BLR ? DEL,No Info,7229,180,June,early morning,Wednesday,0
IndiGo,09/03/2019,Kolkata,Banglore,CCU ? BLR,No Info,4148,165,September,night,Tuesday,0
Multiple carriers,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,7268,455,June,late morning,Thursday,1
Air India,01/06/2019,Kolkata,Banglore,CCU ? BLR,No Info,6245,150,January,afternoon,Sunday,0
Air Asia,18/04/2019,Banglore,Delhi,BLR ? DEL,No Info,4483,170,April,night,Thursday,0
Jet Airways,03/06/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,11627,1570,March,midnight,Wednesday,1
Vistara,24/03/2019,Kolkata,Banglore,CCU ? DEL ? BLR,No Info,13310,970,March,evening,Sunday,1
Jet Airways,21/06/2019,Banglore,Delhi,BLR ? DEL,In-flight meal not included,7754,185,June,evening,Friday,0
IndiGo,01/04/2019,Mumbai,Hyderabad,BOM ? HYD,No Info,2754,90,January,night,Friday,0
Air India,06/06/2019,Delhi,Cochin,DEL ? HYD ? MAA ? COK,No Info,11447,1580,June,early morning,Thursday,2
Jet Airways,03/03/2019,Delhi,Cochin,DEL ? IDR ? BOM ? COK,No Info,18799,1380,March,early morning,Sunday,2
IndiGo,09/03/2019,Kolkata,Banglore,CCU ? BLR,No Info,4462,155,September,afternoon,Tuesday,0
Jet Airways,12/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,No Info,13067,1365,December,night,Thursday,1
Jet Airways,01/04/2019,Kolkata,Banglore,CCU ? BOM ? BLR,No Info,12681,1495,January,evening,Friday,1
Vistara,03/06/2019,Chennai,Kolkata,MAA ? CCU,No Info,3687,135,March,early morning,Wednesday,0
IndiGo,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,6628,485,March,evening,Wednesday,1
Air India,09/03/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,13832,600,September,night,Tuesday,1
Air India,12/05/2019,Kolkata,Banglore,CCU ? BBI ? BOM ? BLR,No Info,10676,1390,December,noon,Thursday,2
Jet Airways,03/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,14714,335,March,night,Wednesday,1
Jet Airways,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,10262,1395,December,night,Friday,1
IndiGo,21/05/2019,Mumbai,Hyderabad,BOM ? HYD,No Info,2754,90,May,night,Tuesday,0
Air Asia,24/03/2019,Kolkata,Banglore,CCU ? DEL ? BLR,No Info,6785,920,March,early morning,Sunday,1
Multiple carriers,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,14067,570,May,evening,Tuesday,1
Jet Airways,21/05/2019,Delhi,Cochin,DEL ? ATQ ? BOM ? COK,In-flight meal not included,15318,505,May,night,Tuesday,2
Jet Airways,09/03/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,14053,610,September,evening,Tuesday,1
Jet Airways,27/06/2019,Mumbai,Hyderabad,BOM ? HYD,No Info,8040,85,June,early morning,Thursday,0
Air India,06/06/2019,Kolkata,Banglore,CCU ? IXR ? DEL ? BLR,No Info,12723,1625,June,early morning,Thursday,2
Jet Airways,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,10262,1355,June,afternoon,Thursday,1
Air Asia,27/03/2019,Delhi,Cochin,DEL ? BLR ? COK,No Info,6151,865,March,evening,Wednesday,1
SpiceJet,03/06/2019,Delhi,Cochin,DEL ? BLR ? COK,No Info,5409,295,March,evening,Wednesday,1
Vistara,21/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,No Info,9345,1440,May,night,Tuesday,1
Air India,15/06/2019,Delhi,Cochin,DEL ? JDH ? BOM ? COK,No Info,12646,1820,June,noon,Saturday,2
IndiGo,06/03/2019,Mumbai,Hyderabad,BOM ? HYD,No Info,4784,90,June,evening,Monday,0
Jet Airways,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,12242,395,March,night,Wednesday,1
Air Asia,09/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,No Info,11323,720,September,night,Friday,1
Jet Airways,06/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,No Info,16736,745,June,late morning,Monday,1
Air India,27/05/2019,Mumbai,Hyderabad,BOM ? HYD,No Info,3100,75,May,night,Monday,0
Vistara,24/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,No Info,9555,790,May,early morning,Friday,1
Jet Airways,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,10262,1295,June,afternoon,Thursday,1
Air Asia,24/03/2019,Kolkata,Banglore,CCU ? BLR,No Info,5964,150,March,night,Sunday,0
IndiGo,12/06/2019,Delhi,Cochin,DEL ? BLR ? COK,No Info,6386,345,December,midnight,Friday,1
Air India,09/04/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,6377,675,September,late morning,Wednesday,1
SpiceJet,18/03/2019,Chennai,Kolkata,MAA ? CCU,No check-in baggage included,3807,135,March,late morning,Monday,0
Multiple carriers,03/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,13377,570,March,evening,Wednesday,1
SpiceJet,12/04/2019,Kolkata,Banglore,CCU ? BLR,No check-in baggage included,3841,145,December,late morning,Wednesday,0
Air India,06/06/2019,Kolkata,Banglore,CCU ? MAA ? BLR,No Info,6528,1440,June,afternoon,Thursday,1
Air India,24/05/2019,Mumbai,Hyderabad,BOM ? HYD,No Info,3100,80,May,early morning,Friday,0
Vistara,24/06/2019,Chennai,Kolkata,MAA ? CCU,No Info,3687,135,June,early morning,Monday,0
Jet Airways,06/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,No Info,14815,1265,June,late morning,Monday,1
IndiGo,12/06/2019,Banglore,Delhi,BLR ? DEL,No Info,3943,170,December,early morning,Friday,0
Jet Airways,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,14714,450,December,night,Friday,1
SpiceJet,24/04/2019,Kolkata,Banglore,CCU ? MAA ? BLR,No Info,4859,315,April,afternoon,Wednesday,1
Jet Airways,18/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,In-flight meal not included,10844,510,May,afternoon,Saturday,1
IndiGo,18/03/2019,Banglore,New Delhi,BLR ? HYD ? DEL,No Info,4410,295,March,noon,Monday,1
IndiGo,21/05/2019,Mumbai,Hyderabad,BOM ? HYD,No Info,2754,90,May,midnight,Tuesday,0
